post_id	title	date_epoch	date_ymd	author	content	replies
101	i-just-pushed-minor-updates-to-the-bigquery-unified-views-for-ndt	1594297106.0	2020-07-09 05:18:26	Matt Mathis	None of these updates should affect user results, but add columns to bring the schemas into better alignment with NDT7, which will be incorporated into the unified views.  We plan to retire the column 'test_date'.  If you use test_date, please update your queries to use column 'date' instead.  Thanks, --MM-- The best way to predict the future is to create it.  - Alan Kay  We must not tolerate intolerance;        however our response must be carefully measured:              too strong would be hypocritical and risks spiraling out of control;             too weak risks being mistaken for tacit approval.	"{0: {'username': 'Chris Ritzo', 'response_date': 'Jul 9, 2020, 6:36:07 AM', 'response_content': 'Thanks for posting this update, Matt.  A point of clarification - the new field ""date"" appears to be aliased or something, so ""test_date"" still works when querying ""ndt.unified_uploads"" and ""ndt.unified_downloads"".  Any existing queries using ""test_date"" will still work. \ue5d3'}}"
102	fwd:-[measurement-wg]-fwd:-open-positions-for-fully-funded-phd-students-at-imdea-networks	1593266842.0	2020-06-27 07:07:22	Georgia Bullen	Might be of interest to some folks!  ---------- Forwarded message --------- From: roderick <rode...@caida.org> Date: Thu, Jun 25, 2020 at 12:42 PM Subject: [Measurement-wg] Fwd: Open positions for fully funded PhD Students at IMDEA Networks To: <measure...@afrinic.net>   Dear all,   I hope this find you well.   IMDEA Networks Institute is hiring for the positions below. Please feel free to let me know if you are interested in any of them.   Best,   Roderick Fanou https://www.caida.org/~roderick/   Begin forwarded message:  From: Joerg Widmer <joerg....@imdea.org> Subject: Open positions for fully funded PhD Students at IMDEA Networks Date: 25 June 2020 at 08:43:01 GMT-7  Dear all, We wanted to call your attention to our call for PhD students. The call text is attached below. Please help us spread the word by sending this to colleagues and suitable candidates.  Thanks a lot and best regards,  Joerg  -----------------  APPLY NOW THROUGH OUR ONLINE FORM AT https://careers.networks.imdea.org/  IMDEA Networks (http://www.networks.imdea.org) is a networking research institute whose multinational team is engaged in cutting edge fundamental science. As a growing, English-speaking institute located in Madrid, Spain, IMDEA Networks offers a unique opportunity for pioneering scientists to develop their ideas across many research areas (http://www.networks.imdea.org/research/research-areas). IMDEA Networks has established itself internationally at the forefront of the development of future network technologies thanks to highly-reputed faculty members (http://www.networks.imdea.org/people).  We have a generic PhD call (topic open) as well as specific calls for the following PhD positions:  - Mobile Data Traffic Analysis - Supervisor: Dr. Marco FIORE - AI for mobile networks - Supervisor: Dr. Marco FIORE - Mobile Networks – Supervisor: Dr. Arturo AZCORRA - Mobile Network Communications – Supervisor: Dr. Albert BANCHS - Distributed Ledger Systems – Supervisor: Dr. Antonio FERNÁNDEZ ANTA  The total combined value of the financial package is more than 135,000 Euros over a minimum of four years, including company social security costs, public healthcare coverage, unemployment benefits, etc. For more information see http://www.networks.imdea.org/careers/phd-student  IMDEA Networks is an equal opportunity employer, and explicitly encourages qualified female applicants to apply.  Applications composed of a CV, a brief research statement, and the contact details of two referees shall be submitted by *July 31, 2020 (14:00 CEST)* through the IMDEA Networks Institute hiring portal (https://careers.networks.imdea.org/).   Joerg Widmer (Research Professor, IMDEA Networks Institute)   _______________________________________________ Measurement-wg mailing list Measure...@afrinic.net https://lists.afrinic.net/mailman/listinfo/measurement-wg   -- Georgia Bullen M-Lab Advisory Committee Chair	{}
103	anonymize-ip	1592923258.0	2020-06-23 07:40:58	Ma Uttaram	Is there a way to anonymize IP when speed test is run. Some clients of ours have static IP and their company info can be found using https://ipinfo.io/. Thus, entities could deduce the speed test data against the ipinfo.io data and point to a specific customer and location. Do we have any options to anonymize Ips?	"{0: {'username': 'Jim Warner', 'response_date': 'Jun 24, 2020, 4:45:22 AM', 'response_content': 'I think what you are asking is: ""Can a client run a test against a public server without disclosing its assigned static IP to the server?"" Or -- ""Is it  possible for the client to hide its identity when running a test against a public server?""  I think the answer is ""no."" You might consider setting up your own server(s) so you can be certain that test results will not escape to the world of unwanted correlations. Otherwise, I don\'t see an option but to trust the public servers not to be bad guys.    On Tue, Jun 23, 2020 at 7:40 AM Ma Uttaram <maut...@gmail.com> wrote: Is there a way to anonymize IP when speed test is run. Some clients of ours have static IP and their company info can be found using https://ipinfo.io/. Thus, entities could deduce the speed test data against the ipinfo.io data and point to a specific customer and location. Do we have any options to anonymize Ips?   -- You received this message because you are subscribed to the Google Groups ""discuss"" group. To unsubscribe from this group and stop receiving emails from it, send an email to discuss+u...@measurementlab.net. To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/d9936920-41ff-4943-bf94-9b1f34c35ba3o%40measurementlab.net.'}}"
104	percentages-reported-by-the-visualization-tool	1592429494.0	2020-06-17 14:31:34	Ron Dallmeier	This is easy to spot if you use a smaller remote region. In this case I used Yukon Territories in northern Canada.  3419 samples of upload tests with median results of 2.54mbps The number of samples that resulted <3mbps is 1783 (a little more than half which makes sense) Why is the percentage of upload <3 = 12.63? I would expect this to be 1783/3419*100=52% Either I am misunderstanding something or there is a common error in the formula for calculating all the percentages.  ...Ron	{0: {'username': 'Chris Ritzo', 'response_date': 'Jun 18, 2020, 5:38:20 AM', 'response_content': 'Hi Ron, thanks for reporting this issue.  You have identified an error in the percentage calculation that we will correct.  -Chris \ue5d3'}}
105	unable-to-find-results-in-bigquery	1592229919.0	2020-06-15 07:05:19	Avneesh Jain	"I ran a speed test on June 12th using ndt7 go client and I was expecting to see the results in BigQuery the next day, but I do not see the results when I run this query:  SELECT * FROM `measurement-lab.ndt.ndt5` where result.Control.UUID='ndt-nhlrk_1589233788_0000000000518FE3'   Here is the output sinppet from the test, from which I found the UUID ============================ avneesh@avneesh-ThinkPad-X220:~/projects/opensource_repos/ndt7-client-go/cmd/ndt7-client$ ./ndt7-client --format json {""Key"":""starting"",""Value"":{""Test"":""download""}} {""Key"":""connected"",""Value"":{""Test"":""download"",""Server"":""ndt-iupui-mlab2-maa01.mlab-oti.measurement-lab.org""}} {""Key"":""measurement"",""Value"":{""AppInfo"":{""NumBytes"":65536,""ElapsedTime"":339408},""Origin"":""client"",""Test"":""download""}} {""Key"":""measurement"",""Value"":{""AppInfo"":{""NumBytes"":122880,""ElapsedTime"":615181},""Origin"":""client"",""Test"":""download""}} {""Key"":""measurement"",""Value"":{""AppInfo"":{""NumBytes"":196608,""ElapsedTime"":903576},""Origin"":""client"",""Test"":""download""}} {""Key"":""measurement"",""Value"":{""BBRInfo"":{""BW"":300557,""MinRTT"":29998,""PacingGain"":256,""CwndGain"":512,""ElapsedTime"":499458},""ConnectionInfo"":{""Client"":""106.197.224.127:24192"",""Server"":""121.242.229.88:443"",""UUID"":""ndt-q78l5_1589309573_000000000052839D""},""Origin"":""server"",""Test"":""download"",""TCPInfo"":{""State"":1,""CAState"":0,""Retransmits"":0,""Probes"":0,""Backoff"":0,""Options"":7,""WScale"":119,""AppLimited"":0,""RTO"":287000,""ATO"":40000,""SndMSS"":1288,""RcvMSS"":536,""Unacked"":17,""Sacked"":0,""Lost"":0,""Retrans"":0,""Fackets"":0,""LastDataSent"":9,""LastAckSent"":0,""LastDataRecv"":516,""LastAckRecv"":25,""PMTU"":1500,""RcvSsThresh"":64076,""RTT"":69388,""RTTVar"":4757,""SndSsThresh"":14,""SndCwnd"":24,""AdvMSS"":1448,""Reordering"":3,""RcvRTT"":0,""RcvSpace"":14600,""TotalRetrans"":0,""PacingRate"":312691,""MaxPacingRate"":-1,""BytesAcked"":122366,""BytesReceived"":852,""SegsOut"":116,""SegsIn"":71,""NotsentBytes"":104328,""MinRTT"":29998,""DataSegsIn"":3,""DataSegsOut"":114,""DeliveryRate"":300580,""BusyTime"":552000,""RWndLimited"":0,""SndBufLimited"":0,""Delivered"":98,""DeliveredCE"":0,""BytesSent"":144262,""BytesRetrans"":0,""DSackDups"":0,""ReordSeen"":0,""ElapsedTime"":499458}}} =================================================  Is the above query correct? Are ndt7 test results stored in some other tables? Even looking by IP address didnt return the results for my test (it showed results from some other days):  SELECT * FROM `measurement-lab.ndt.ndt5` where result.ClientIP='106.197.224.127'  Thanks Avneesh"	"{0: {'username': 'Chris Ritzo', 'response_date': 'Jun 15, 2020, 7:11:20 AM', 'response_content': 'Hello Avneesh,  The table `measurement-lab.ndt.ndt5` contains results from the ndt5 test. Since you are using an ndt7 client, and ndt7 is still in public beta, M-Lab has not yet begun parsing ndt7 test data to a separate table/view. When we do, it will be `measurement-lab.ndt.ndt7`.  Until that time, you can however find ndt7 test data in the table `measurement-lab.ndt.tcpinfo`, using a query like this:  SELECT * FROM `measurement-lab.ndt.tcpinfo` WHERE UUID = ""ndt-q78l5_1589309573_000000000052839D""  Best regards, Chris - M-Lab Support'}, 1: {'username': 'Avneesh Jain', 'response_date': 'Jun 16, 2020, 5:25:06 AM', 'response_content': 'Thanks Chris, for pointing me to the right table.  -Avneesh  \ue5d3 \ue5d3 -- You received this message because you are subscribed to the Google Groups ""discuss"" group. To unsubscribe from this group and stop receiving emails from it, send an email to discuss+u...@measurementlab.net. To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/5a9481d9-f231-4eb0-9442-72fc20a13119o%40measurementlab.net.'}}"
106	where-did-the-data-studio-dashboards-go?	1592233277.0	2020-06-15 08:01:17	Marina Levy	Hi everyone,  The dashboards here: https://www.measurementlab.net/blog/covid-19-response-dashboards/ seem to be gone.  I was hoping to look at the methodology page to get a sense of how US counties are handled in SQL queries. Did anyone save those queries and if so, could you share them with me?  Thanks,  Marina	{0: {'username': 'Chris Ritzo', 'response_date': 'Jun 15, 2020, 8:04:30 AM', 'response_content': 'Hi Marina,  My apologies- on Friday we updated those dashboards and linked to them on this page: https://www.measurementlab.net/visualizations/ I will update the blog post as well.  I hope you will find these versions much faster.  Best regards, Chris - M-Lab Support \ue5d3'}, 1: {'username': 'Marina Levy', 'response_date': 'Jun 15, 2020, 8:19:43 AM', 'response_content': 'Aha! Thank you Chris.  And apologies, I think I posted twice about this. \ue5d3'}}
107	can't-select-measurement-lab-project-in-bigquery-ui	1591970424.0	2020-06-12 07:00:24	Sergey Batalov	Hello.  BigQuery quickstart documentation https://www.measurementlab.net/data/docs/bq/quickstart/ says that one should select measurement-lab project in BQ UI for queries to be free of charge. Previously I was able to select the project and run the queries. For some reason, now measurement-lab can not be selected via 'Select a project' popup (it is not listed). The data is still available and I'm able to query it, but I'm not sure if it's still free of charge or not. I'd appreciate any help in resolving this.  Thanks, Sergey.	"{0: {'username': 'Chris Ritzo', 'response_date': 'Jun 12, 2020, 8:58:29 AM', 'response_content': ""Hello Sergey,  Thanks for posting this question. The issue you're encountering relates to a recent change to the BigQuery access to our datasets in the project `measurement-lab`. Previously, many datasets and tables were visible to all Discuss group users, which wasn't a problem, but made it confusing to many users assessing which datasets were relevant to their inquiry. In doing so, selecting the project as identified in the Quickstart Guide is no longer relevant. I've opened a new issue for this if you wish to track it: https://github.com/m-lab/website/issues/575  To your question about charges, I can confirm that you will not be charged. We maintain a test account subscribed to this group only, and I have confirmed that this account can make queries as you can, and is not billed for them. In fact, the test account has no billing enabled.  I hope this helps, and please let us know if you find other inconsistencies in documentation. If you are a Github user, we also welcome your issue submissions directly.  Thanks, Chris - M-Lab Support \ue5d3""}, 1: {'username': 'Ben Dowling', 'response_date': 'Jun 12, 2020, 9:57:48 AM', 'response_content': 'Hi Chris,  In the past we\'ve always been billed for queries made against m-lab tables unless we selected the measurement-lab account in the billing UI. Did that change?  Thanks, Ben  \ue5d3 \ue5d3 -- You received this message because you are subscribed to the Google Groups ""discuss"" group. To unsubscribe from this group and stop receiving emails from it, send an email to discuss+u...@measurementlab.net. To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/dd2d2008-9784-4d26-9a4b-3486f2cb1e50o%40measurementlab.net.'}, 2: {'username': 'Chris Ritzo', 'response_date': 'Jun 12, 2020, 10:03:17 AM', 'response_content': ""Hi Ben,  Though you cannot select the project in the BigQuery website's drop down menu anymore, I have confirmed that queries will be billed to the M-Lab account.  If anyone finds that they are charged for a query, please document that and get in touch with sup...@measurementlab.net  -Chris \ue5d3 \ue5d3 \ue5d3 \ue5d3 To unsubscribe from this group and stop receiving emails from it, send an email to discuss+unsubscribe@measurementlab.net. \ue5d3""}, 3: {'username': 'Sergey Batalov', 'response_date': 'Jun 13, 2020, 9:49:34 AM', 'response_content': 'Hi Chris,  thanks for the quick and detailed reply!  Sergey \ue5d3'}}"
108	daily-test-limits	1591878911.0	2020-06-11 05:35:11	Avneesh Jain	On MLAB website, there is a limit of 40 tests per day. Is this limit per type of test or across all tests? Is the limit enforced per server or across all servers?  Can I get around this limit by choosing a different server to run the test against (for ndt7 test)?   -Avneesh	"{0: {'username': 'Chris Ritzo', 'response_date': 'Jun 12, 2020, 8:51:36 AM', 'response_content': ""Hello Avneesh,  The 40 test per day limit is based on IP address. Per IP address, after 40 tests in a 24 hour period your client will receive an error. I believe this is for all ndt5 tests, and if I'm incorrect perhaps one of my dev team colleagues will correct me.  For ndt7 specifically, which is available in public beta but not yet fully deployed by us, the same limits will apply, and I believe there will be an enforced API key requirement as well. Again, my colleagues may have more to add.  We encourage you to follow the Developer Guidelines, and not try to find workarounds. We impose these limits to ensure that every M-Lab server location has sufficient capacity to provide quality measurement services for all who wish to run tests.  Best regards, Chris - M-Lab Support \ue5d3""}, 1: {'username': 'Nathan Kinkade', 'response_date': 'Jun 12, 2020, 9:12:43 AM', 'response_content': 'Adding to what Chris said, I believe the client ""signature"" is based on a little more than just IP address:  https://github.com/m-lab/mlab-ns/blob/master/server/mlabns/util/lookup_query.py#L318  That said, as Chris mentioned, trying to work around the rate limiter should be unnecessary. There really should be no need to run more than 40 tests per day (nearly 2 per hour). Indeed, even 40 tests per day is excessive, and if you\'re wanting/needing that many or more I think it would be worth rethinking the reasons for wanting to run so many tests.  Nathan     \ue5d3 \ue5d3 -- You received this message because you are subscribed to the Google Groups ""discuss"" group. To unsubscribe from this group and stop receiving emails from it, send an email to discuss+u...@measurementlab.net. To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/6719d30e-68b0-429c-940f-a34a70b4eed3o%40measurementlab.net.'}}"
109	firewall-palo-alto	1591888099.0	2020-06-11 08:08:19	Dan Davis	Hi,  I'm looking for information on how to create a firewall rule on a Palo Alto firewall that will allow access to the NDT5 server.   I have been told that they do not support wildcards like this: “*.measurement-lab.org  I'm not sure if that's a Palo Alto thing of a security policy.   Thanks Dan 	"{0: {'username': 'Chris Ritzo', 'response_date': 'Jun 12, 2020, 9:08:45 AM', 'response_content': ""Hi Dan, Thanks for posting this question. I'm not familiar with Palo Alto firewalls, but if they do not support wildcards, you could attempt using the specific FQDNs for our servers' NDT service, or their IP address blocks. We have recently begun publishing information about our sites and servers in a JSON API called `siteinfo`. More details on GitHub: https://github.com/m-lab/siteinfo  The link above is an index containing several files, site hostnames, site (GCP) projects, and sites. It also includes extracts of our DNS zone files.  If you are looking for IP address blocks, I would recommend examining sites.json  I hope this helps. Please let us know if you need additional information.  Best, Chris - M-Lab Support \ue5d3""}}"
110	5g-speed-test	1587570209.0	2020-04-22 08:43:29	Ma Uttaram	I plan to use ndt client  web100clt on my device to run speed test using the m-lab hosted ndt servers. However would like to check if m-lab speed test will work to report 5G speed tests.	"{0: {'username': 'Chris Ritzo', 'response_date': 'Apr 22, 2020, 8:57:23 AM', 'response_content': 'Hello,  M-Lab does not recommend using the web100clt client. Please use one of our other reference clients referenced in my previous reply.  As to the question of whether NDT will work to report 5G speeds, NDT will measure the bulk transport capacity of any network to which the client is connected. \ue5d3'}, 1: {'username': 'Ma Uttaram', 'response_date': 'Apr 23, 2020, 5:13:41 AM', 'response_content': 'Is there way we could  limit or explicitly specify the data limits when running the test?  Could you provide references as developer who plans to write a client , how that could be achieved? \ue5d3'}, 2: {'username': 'Chris Ritzo', 'response_date': 'Apr 23, 2020, 5:52:28 AM', 'response_content': 'Depending on the client code used, some have the option to throttle or limit the data exchanged during the test. Our engineering team does this as a part of their monitoring of our platform. Perhaps one of them on this list will have more to share.  I have confirmed, but not used this feature in the client ndt5-client-go. Here is the help output of that client as an example. -throttle is the relevant flag:  bash-5.0# ndt5-client --help Usage of ndt5-client:   -format value         Output format: ""human"" or ""json"" (default human)   -hostname string         Measurement server hostname   -protocol value         Protocol to use: ""ndt5"" or ""ndt5+wss"" (default ndt5)   -quiet         emit summary and errors only   -throttle         Throttle connections for testing   -timeout duration         time after which the test is aborted (default 55s)   -verbose         Log ndt5 messages  If you are considering a mobile client, you should also review the community developed client code in these repos: https://github.com/m-lab/ndt7-client-ios https://github.com/m-lab/ndt7-client-android These clients are supported by their developers, so questions about their use should be logged as issues or comments in the respective repos.  \ue5d3'}, 3: {'username': 'Avneesh Jain', 'response_date': 'Jun 11, 2020, 5:35:11 AM', 'response_content': 'I dont see --throttle option in ndt7-client-go, was this option removed for a reason in ndt7 client? Is there a way to thrttle the test in ndt7 client?  Thanks Avneesh \ue5d3'}, 4: {'username': 'Chris Ritzo', 'response_date': 'Jun 12, 2020, 8:39:52 AM', 'response_content': ""Hi Avneesh, The --throttle option is not available in ndt7-client-go. If you'd like to have that option, please feel free to file an issue request in the repo.  Thanks, Chris \ue5d3""}}"
111	m-lab-may-2020-community-calls-(plural!)	1587505365.0	2020-04-21 14:42:45	Lai Yi Ohlsen	Hello!   After a successful first Community Call in Q1, Measurement Lab is hosting 3 community calls in May. Each call will be on a Wednesday from 11am-12pm EST.   As the largest collection of open Internet performance data on the planet, M-Lab has a large, diverse community made up of experts in multiple disciplines including Internet infrastructure and measurement, Broadband advocacy and policy, federal and state government, regional/community networks, digital rights, and more. While this speaks to the universal usefulness of open Internet data, it poses unique questions around how to best meet our community where they're at. By breaking up our engagement into focused conversations, we hope to better address topics that are specific to each of your use cases. Our ultimate goal with each of these is to engage with our users and facilitate your support of one another.   Wednesday, May 6 11a-12p EST - Internet Measurement Research Deep dives into topics related to Internet measurement methodology. Technical expertise encouraged but not required.   Wednesday, May 13 11a-12p EST - Broadband Policy/Advocacy Discussion and presentations related to the use of M-Lab data in digital inclusion and broadband research. Policy/advocacy expertise welcome but not required.   Wednesday, May 20 11a-12p EST - M-Lab Community Call Tutorials and discussion related to the general use of M-Lab's platform, data, and community tools including Piecewise and Murakami. First-time users welcome.   We welcome any and all to each of the above, but if you are not sure which call will best fit your needs, please feel free to reach out. To RSVP: https://forms.gle/Ur1FYe8cjW6mo5qU7.  You will receive a calendar invite after submission.   Please reach out with any questions, the M-Lab team is looking forward to connecting. Sending health, stay safe!   -- Lai Yi Ohlsen Project Director, Measurement Lab www.measurementlab.net	"{0: {'username': 'Dieudonne Munganga', 'response_date': 'May 18, 2020, 4:44:43 AM', 'response_content': ""Good day,  I missed this call, but I get it's not too late to ask a few questions!  I intend to do my Masters in Internet Measurements in under-developed countries like DR Congo. I want to be sure it's worth a field to focus on? Is the field advisable in terms of job market? What techniques and principles required to have such a two years study turn into a success?  How do I get started with M-lab in context where the study is such regions with no MLab servers? and limited if none previous research done in the country? \ue5d3""}}"
112	broadband-usage-map-?	1588879963.0	2020-05-07 12:32:43	David Sandel	Hi,  Is there something out on MLabs that will let me see the broadband usage in any particular American City ? By City, County or Zip Code ?  Thanks,  Dave	"{0: {'username': 'Glenn Fishbine', 'response_date': 'May 8, 2020, 6:44:26 AM', 'response_content': 'Here is an example for the U.S. & Canada using a 12 month extract of MLab data.  It\'s more or less at the city level.  Pick your state or province, then zoom around to areas of interest.  Where possible, cities are matched with city boundaries.  http://expressoptimizer.net/projects/Demos/USMLAB.php    If you need higher granularity, here\'s a live example using a heavily modified github version of MLab source from a few years ago.  You can zoom into a particular city on the map.  The address locations have been randomly drifted from the actual locations to preserve privacy.  It is not running on MLab servers.  The data collection is ongoing for the last 4 weeks or so.  https://broadband.ramsmn.org/2020/04/13/st-louis-county-broadband-speed-test/     \ue5d3 \ue5d3 -- You received this message because you are subscribed to the Google Groups ""discuss"" group. To unsubscribe from this group and stop receiving emails from it, send an email to discuss+u...@measurementlab.net. To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/81072f78-d0d1-4a66-b537-9132c07b5ce6%40measurementlab.net.'}, 1: {'username': 'Brian Rathbone', 'response_date': 'May 8, 2020, 6:44:26 AM', 'response_content': ""Dave,  I don't know of any broadband utilization data set on Mlabs. You could potentially infer usage based on the number of MLabs speed tests per capita in a given area, but that does become a bit challenging when dealing with geolocated by IP address rather than actual end user location.  The American Community Survey is the only data set I know of with nationwide broadband adoption data, and it's limited to a yes or no question on whether there is a broadband connection in the household. I recall the data being at the census block group level. I don't know of an online interactive map at the granularity you need, but you could potentially download the data and map it locally. I've been working on a few things of this nature recently using QGIS.  Online map: https://www.census.gov/library/visualizations/interactive/acs-datamap.html  You can see how North Carolina used the ACS and FCC Form 477 data to created broadband indices.  https://bi.nc.gov/t/DIT-Broadband/views/2017CountyIndices/BBADPStory?:isGuestRedirectFromVizportal=y&:embed=y  https://www.ncbroadband.gov/indices/  I hope that's helpful. Regards, Brian \ue5d3""}, 2: {'username': 'David Sandel', 'response_date': 'May 8, 2020, 7:54:28 AM', 'response_content': 'Hi Glen,  Thanks for sending this along. So if I understand this correctly, the target residents enter their location data  and then the MLab test is run at that moment ? How is the latitude and longitude calculated? After this initial test has been run, does MLab continue to run the test in the background on an interval basis ?  Back to you ,  Dave \ue5d3 -- David Sandel Office 314-628-0688 iPhone 314-435-3658 Fax 800-640-8643 Twitter @dsandel @ iNeighborhoods    Founder iiNeighborhoods Co-Founder STL-RIX 6900 Delmar St. Louis, MO. 63130 My LinkedIn Profile'}, 3: {'username': 'Walter', 'response_date': 'May 8, 2020, 9:10:46 AM', 'response_content': 'You are likely aware, but the FCC publishes broadband deployment data derived from the 477 forms at  https://www.fcc.gov/reports-research/reports/broadband-progress-reports/2019-broadband-deployment-report   \ue5d3 \ue5d3 -- You received this message because you are subscribed to the Google Groups ""discuss"" group. To unsubscribe from this group and stop receiving emails from it, send an email to discuss+u...@measurementlab.net. To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/af9ef4d9-81d5-4efa-8f85-81a687843822%40measurementlab.net.'}, 4: {'username': 'ball...@internet-is-infrastructure.org', 'response_date': 'May 8, 2020, 9:33:07 AM', 'response_content': 'The I3 Connectivity Explorer (https://i3connect.org) brings together the FCC, MLab, Census ACS 5, the National Center for Educational Statistics,  and other data sets and localizes the data to the places we live (counties, school districts, legislative districts, named towns, and tribal areas among others). There’s an overview at https://internet-is-infrastructure.org. But again, it doesn’t have usage data.   Best regards,  . . . Bob  Robert A. Ballance, Ph.D. Principal, The Center for Internet as Infrastructure, LLC https://internet-is-infrastructure.org  \ue5d3 \ue5d3 To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/CADeGG%3D7Kp%3Dip%3DKXkWOs_p7m6GNyG3dqztbzdsAjUgmpQiHw26w%40mail.gmail.com.'}, 5: {'username': 'btnoreen', 'response_date': 'May 11, 2020, 5:39:59 AM', 'response_content': 'Hey Brian and Bob,   I am working on the metrics of Messaging A2P, P2P and various uses of services, example, security, authentication, branding, chat, bot, etc.  Would you know of any working structure to capture this information in an ongoing manner?  (Like ACS or 477?)   Thanks,  Noreen     \ue5d3 \ue5d3 To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/CADeGG%3D7Kp%3Dip%3DKXkWOs_p7m6GNyG3dqztbzdsAjUgmpQiHw26w%40mail.gmail.com.'}, 6: {'username': 'James Miller', 'response_date': 'May 12, 2020, 5:21:32 AM', 'response_content': 'David  What do you mean by usage?    In FCC parlance, the number of folks that subscribe to a service in a given area is termed \'adoption\', and differentiated from \'deployment\' data that describes what\'s available.(Walt mentioned on this thread and should be easier to search on FCC tprc or other sources   The volume of traffic, or how much data is used by a typical user, is available in very aggregated stats from akamai and others but I\'m not aware of anything geocoded at zip code, city level.  Beyond the temporal stratification the time period you would like may also be hard.  Diurnal, day of weekly, monthly are often also hard to find.  Calculating usage as total traffic volumes can be tricky with active measurements but especially with a client server model that measures using connectivity shared with other traffic sources.     \ue5d3 \ue5d3 -- You received this message because you are subscribed to the Google Groups ""discuss"" group. To unsubscribe from this group and stop receiving emails from it, send an email to discuss+u...@measurementlab.net. To view this discussion on the web visit https://groups.google.com/a/measurementlab.net/d/msgid/discuss/81072f78-d0d1-4a66-b537-9132c07b5ce6%40measurementlab.net.'}}"
113	using-meaurement-lab-data	1588945466.0	2020-05-08 06:44:26	Ma Uttaram	I would be using custom NDT client than m-lab supported client for m-lab tests.  However I would like to use M-Lab data, I assume one must upload data to m-lab to use the same.  Is there a way to query data by client? Any option to add custom tags when uploading data?	"{0: {'username': 'Chris Ritzo', 'response_date': 'May 8, 2020, 9:10:20 AM', 'response_content': ""Yes, data from all tests conducted to the M-Lab platform are saved in the M-Lab datasets. If you would like private data, M-Lab is not the platform for you to use.  You can query by client, if the client sets optional metadata fields. As an example, here is how the Speedupamerica.com JavaScript integration does this: https://github.com/Hack4Eugene/SpeedUpAmerica/blob/9cbb0d4625bf3a304d8a0e719e5f2f57d1e845b5/vendor/assets/javascripts/ndt.js#L441-L450  Querying data is accomplished via BigQuery, though if you're writing a custom client you could also send a copy of the test result anywhere else you wanted. \ue5d3""}, 1: {'username': 'Ma Uttaram', 'response_date': 'May 8, 2020, 9:10:46 AM', 'response_content': 'On Friday, May 8, 2020 at 6:44:26 AM UTC-7, Ma Uttaram wrote: I would be using custom NDT client than m-lab supported client for m-lab tests.  Is there a way to analyze historical test results that corresponds to only my tests? '}, 2: {'username': 'Chris Ritzo', 'response_date': 'May 8, 2020, 9:35:11 AM', 'response_content': ""Yes, you can use BigQuery to search for your tests. If you are looking for specific tests that are not tagged with a particular client metadata field, you'll need to know some other piece of metadata like the IP address used during your past tests. \ue5d3""}}"
114	contract-opportunities-w/-m-lab	1588880959.0	2020-05-07 12:49:19	Lai Yi Ohlsen	Hi all,   Measurement Lab has two contract opportunities available. More information is available here: https://www.measurementlab.net/jobs/  We are looking to fill each of these asap. Please feel free to reach out directly if you have any questions.   Thanks, stay safe!  -- Lai Yi Ohlsen Project Director, Measurement Lab www.measurementlab.net	{}
115	looking-for-the-owner-of-a-problematic-ndt7-client-deployment	1588182057.0	2020-04-29 10:40:57	Peter Boothe ¶	We are seeing a usage spike from a problematic NDT7 client.  Have you deployed an NDT7 client that tests only to mlab3 machines? If so, please get back to us ( sup...@measurementlab.net ) ASAP, as your usage is pretty extreme (and growing!) and we will have to soon start blocking it to preserve the data integrity of other clients' measurements.    -Peter  -- ᴹ̶LAB | Measure the Internet, save the data, and make it universally accessible and useful. Coder at Google, writing open-source code in support of M-Lab	{}
116	data-access-as-a-collaborator	1587735444.0	2020-04-24 06:37:24	Harry Crissy	Hi, I'm new to the group.  I'm working on a broadband mapping project for Penn State University.  I'm trying to find power line data and power station data for Pennsylvania to include in a public service map for bidders serving census blocks with poor or no broadband access.  Any access to data that I can convert to map features would be greatly appreciated.  I was referred to this group by Penn State faculty.  My PSU contact info is hjc...@psu.edu and my office phone is 814 802 1024.  thanks,  Harry Crissy	"{0: {'username': 'Chris Ritzo', 'response_date': 'Apr 24, 2020, 7:05:04 AM', 'response_content': ""Hello, Thanks for joining the group and posting. By joining this group, you now have the ability to query M-Lab data at no cost to you. Our tests collect a users' IP address, which is then geolocated to provide fields such as latitude and longitude. This location data is accurate to the extent its source data is accurate. The source data is Maxmind.  You can review our documentation on how to get started with querying our data, and reach out for help either in this forum or by emailing sup...@measurementlab.net  Best regards, Chris - M-Lab Support \ue5d3""}}"
